,strain,pool
3462,leaf_17629,test
3463,leaf_5397,test
3464,leaf_20448,test
3465,leaf_12571,test
3466,leaf_22664,test
3467,leaf_18057,test
3468,leaf_2389,test
3469,leaf_6819,test
3470,leaf_10683,test
3471,leaf_18288,test
3472,leaf_17279,test
3473,leaf_8967,test
3474,leaf_4700,test
3475,leaf_17607,test
3476,leaf_9370,test
3477,leaf_650,test
3478,leaf_21863,test
3479,leaf_20541,test
3480,leaf_1471,test
3481,leaf_22260,test
3482,leaf_17531,test
3483,leaf_8225,test
3484,leaf_17653,test
3485,leaf_912,test
3486,leaf_16097,test
3487,leaf_8019,test
3488,leaf_12909,test
3489,leaf_1183,test
3490,leaf_17740,test
3491,leaf_6218,test
3492,leaf_13877,test
3493,leaf_3468,test
3494,leaf_13817,test
3495,leaf_1406,test
3496,leaf_16140,test
3497,leaf_13203,test
3498,leaf_9855,test
3499,leaf_10708,test
3500,leaf_6247,test
3501,leaf_444,test
3502,leaf_4460,test
3503,leaf_15135,test
3504,leaf_911,test
3505,leaf_20356,test
3506,leaf_9915,test
3507,leaf_13771,test
3508,leaf_17954,test
3509,leaf_18624,test
3510,leaf_1983,test
3511,leaf_17449,test
3512,leaf_874,test
3513,leaf_22649,test
3514,leaf_10125,test
3515,leaf_13390,test
3516,leaf_5309,test
3517,leaf_11318,test
3518,leaf_19698,test
3519,leaf_18605,test
3520,leaf_14822,test
3521,leaf_22045,test
3522,leaf_22190,test
3523,leaf_416,test
3524,leaf_11259,test
3525,leaf_2111,test
3526,leaf_2694,test
3527,leaf_7890,test
3528,leaf_3610,test
3529,leaf_7881,test
3530,leaf_7470,test
3531,leaf_22909,test
3532,leaf_7944,test
3533,leaf_9806,test
3534,leaf_14835,test
3535,leaf_11450,test
3536,leaf_10333,test
3537,leaf_4785,test
3538,leaf_9220,test
3539,leaf_1031,test
3540,leaf_16176,test
3541,leaf_6633,test
3542,leaf_17663,test
3543,leaf_17725,test
3544,leaf_12125,test
3545,leaf_15518,test
3546,leaf_8036,test
3547,leaf_8621,test
3548,leaf_13913,test
3549,leaf_18373,test
3550,leaf_7833,test
3551,leaf_4008,test
3552,leaf_22416,test
3553,leaf_4605,test
3554,leaf_5422,test
3555,leaf_13149,test
3556,leaf_14770,test
3557,leaf_16321,test
3558,leaf_14002,test
3559,leaf_2230,test
3560,leaf_16722,test
3561,leaf_985,test
3562,leaf_11055,test
3563,leaf_9459,test
3564,leaf_13652,test
3565,leaf_18436,test
3566,leaf_22514,test
3567,leaf_9177,test
3568,leaf_9094,test
3569,leaf_10154,test
3570,leaf_9449,test
3571,leaf_4547,test
3572,leaf_20176,test
3573,leaf_13285,test
3574,leaf_76,test
3575,leaf_5050,test
3576,leaf_18242,test
3577,leaf_878,test
3578,leaf_22518,test
3579,leaf_21908,test
3580,leaf_12659,test
3581,leaf_11858,test
3582,leaf_9005,test
3583,leaf_9516,test
3584,leaf_5755,test
3585,leaf_7013,test
3586,leaf_1972,test
3587,leaf_16497,test
3588,leaf_11077,test
3589,leaf_6303,test
3590,leaf_14567,test
3591,leaf_13253,test
3592,leaf_21566,test
3593,leaf_18752,test
3594,leaf_17743,test
3595,leaf_9047,test
3596,leaf_17022,test
3597,leaf_5492,test
3598,leaf_13118,test
3599,leaf_2473,test
3600,leaf_1922,test
3601,leaf_8175,test
3602,leaf_21352,test
3603,leaf_1733,test
3604,leaf_21187,test
3605,leaf_17527,test
3606,leaf_16896,test
3607,leaf_12523,test
3608,leaf_1407,test
3609,leaf_3297,test
3610,leaf_19185,test
3611,leaf_23043,test
3612,leaf_18807,test
3613,leaf_4698,test
3614,leaf_7486,test
3615,leaf_14957,test
3616,leaf_19395,test
3617,leaf_10088,test
3618,leaf_14848,test
3619,leaf_8145,test
3620,leaf_19427,test
3621,leaf_1730,test
3622,leaf_18806,test
3623,leaf_5026,test
3624,leaf_1814,test
3625,leaf_8784,test
3626,leaf_9925,test
3627,leaf_11362,test
3628,leaf_7514,test
3629,leaf_13075,test
3630,leaf_16175,test
3631,leaf_9362,test
3632,leaf_13260,test
3633,leaf_2376,test
3634,leaf_6737,test
3635,leaf_4531,test
3636,leaf_7542,test
3637,leaf_9596,test
3638,leaf_11670,test
3639,leaf_4145,test
3640,leaf_1953,test
3641,leaf_10459,test
3642,leaf_87,test
3643,leaf_13773,test
3644,leaf_13637,test
3645,leaf_15331,test
3646,leaf_8719,test
3647,leaf_5736,test
3648,leaf_4272,test
3649,leaf_1825,test
3650,leaf_7128,test
3651,leaf_6020,test
3652,leaf_5719,test
3653,leaf_13364,test
3654,leaf_2614,test
3655,leaf_15856,test
3656,leaf_10872,test
3657,leaf_19931,test
3658,leaf_18955,test
3659,leaf_5753,test
3660,leaf_5478,test
3661,leaf_21624,test
3662,leaf_9529,test
3663,leaf_9454,test
3664,leaf_15841,test
3665,leaf_7135,test
3666,leaf_22482,test
3667,leaf_1769,test
3668,leaf_117,test
3669,leaf_6130,test
3670,leaf_19799,test
3671,leaf_14346,test
3672,leaf_20266,test
3673,leaf_510,test
3674,leaf_2185,test
3675,leaf_845,test
3676,leaf_2440,test
3677,leaf_13287,test
3678,leaf_1247,test
3679,leaf_20600,test
3680,leaf_15927,test
3681,leaf_11286,test
3682,leaf_20867,test
3683,leaf_590,test
3684,leaf_2331,test
3685,leaf_14622,test
3686,leaf_16906,test
3687,leaf_16983,test
3688,leaf_20910,test
3689,leaf_12888,test
3690,leaf_21224,test
3691,leaf_3866,test
3692,leaf_7081,test
3693,leaf_13709,test
3694,leaf_16470,test
3695,leaf_12873,test
3696,leaf_15580,test
3697,leaf_17305,test
3698,leaf_14677,test
3699,leaf_1075,test
3700,leaf_22750,test
3701,leaf_16166,test
3702,leaf_8670,test
3703,leaf_18003,test
3704,leaf_6546,test
3705,leaf_19635,test
3706,leaf_1692,test
3707,leaf_8661,test
3708,leaf_16711,test
3709,leaf_6487,test
3710,leaf_4005,test
3711,leaf_9507,test
3712,leaf_13496,test
3713,leaf_16886,test
3714,leaf_21539,test
3715,leaf_17051,test
3716,leaf_10516,test
3717,leaf_14207,test
3718,leaf_8754,test
3719,leaf_17559,test
3720,leaf_11780,test
3721,leaf_15535,test
3722,leaf_455,test
3723,leaf_11386,test
3724,leaf_15943,test
3725,leaf_10913,test
3726,leaf_14604,test
3727,leaf_21236,test
3728,leaf_5809,test
3729,leaf_23042,test
3730,leaf_15051,test
3731,leaf_9775,test
3732,leaf_3597,test
3733,leaf_16599,test
3734,leaf_2839,test
3735,leaf_5946,test
3736,leaf_18669,test
3737,leaf_1379,test
3738,leaf_10572,test
3739,leaf_9011,test
3740,leaf_3207,test
3741,leaf_21554,test
3742,leaf_16571,test
3743,leaf_194,test
3744,leaf_18083,test
3745,leaf_9642,test
3746,leaf_16033,test
3747,leaf_18721,test
3748,leaf_13674,test
3749,leaf_17553,test
3750,leaf_20717,test
3751,leaf_6325,test
3752,leaf_8502,test
3753,leaf_8479,test
3754,leaf_303,test
3755,leaf_1942,test
3756,leaf_12675,test
3757,leaf_18411,test
3758,leaf_3324,test
3759,leaf_4880,test
3760,leaf_14399,test
3761,leaf_12789,test
3762,leaf_7455,test
3763,leaf_8255,test
3764,leaf_417,test
3765,leaf_1649,test
3766,leaf_21488,test
3767,leaf_2029,test
3768,leaf_4654,test
3769,leaf_2956,test
3770,leaf_1901,test
3771,leaf_4642,test
3772,leaf_11763,test
3773,leaf_16362,test
3774,leaf_18593,test
3775,leaf_4878,test
3776,leaf_8386,test
3777,leaf_14941,test
3778,leaf_16049,test
3779,leaf_12336,test
3780,leaf_1760,test
3781,leaf_17436,test
3782,leaf_8636,test
3783,leaf_22526,test
3784,leaf_7955,test
3785,leaf_14011,test
3786,leaf_12703,test
3787,leaf_4611,test
3788,leaf_6711,test
3789,leaf_10129,test
3790,leaf_5459,test
3791,leaf_9395,test
3792,leaf_3081,test
3793,leaf_14751,test
3794,leaf_7267,test
3795,leaf_5922,test
3796,leaf_1109,test
3797,leaf_3619,test
3798,leaf_4644,test
3799,leaf_13525,test
3800,leaf_9607,test
3801,leaf_5953,test
3802,leaf_21894,test
3803,leaf_3189,test
3804,leaf_16793,test
3805,leaf_559,test
3806,leaf_11407,test
3807,leaf_16673,test
3808,leaf_998,test
3809,leaf_17709,test
3810,leaf_13837,test
3811,leaf_6975,test
3812,leaf_13979,test
3813,leaf_4112,test
3814,leaf_10106,test
3815,leaf_6415,test
3816,leaf_5189,test
3817,leaf_13810,test
3818,leaf_5109,test
3819,leaf_19460,test
3820,leaf_7699,test
3821,leaf_12601,test
3822,leaf_16744,test
3823,leaf_12825,test
3824,leaf_18838,test
3825,leaf_7806,test
3826,leaf_14006,test
3827,leaf_12266,test
3828,leaf_4497,test
3829,leaf_16720,test
3830,leaf_13465,test
3831,leaf_8487,test
3832,leaf_10922,test
3833,leaf_2308,test
3834,leaf_19823,test
3835,leaf_12996,test
3836,leaf_17459,test
3837,leaf_19215,test
3838,leaf_22035,test
3839,leaf_19891,test
3840,leaf_19622,test
3841,leaf_12846,test
3842,leaf_11502,test
3843,leaf_4502,test
3844,leaf_23029,test
3845,leaf_22049,test
3846,leaf_4047,test
3847,leaf_8278,test
3848,leaf_20108,test
3849,leaf_8388,test
3850,leaf_5539,test
3851,leaf_17337,test
3852,leaf_7487,test
3853,leaf_17175,test
3854,leaf_5501,test
3855,leaf_15643,test
3856,leaf_9301,test
3857,leaf_18166,test
3858,leaf_12486,test
3859,leaf_8743,test
3860,leaf_8787,test
3861,leaf_15574,test
3862,leaf_12321,test
3863,leaf_19817,test
3864,leaf_19273,test
3865,leaf_20726,test
3866,leaf_4988,test
3867,leaf_8073,test
3868,leaf_6940,test
3869,leaf_3374,test
3870,leaf_5819,test
3871,leaf_17712,test
3872,leaf_9468,test
3873,leaf_967,test
3874,leaf_22171,test
3875,leaf_19577,test
3876,leaf_6739,test
3877,leaf_13167,test
3878,leaf_4588,test
3879,leaf_7245,test
3880,leaf_7935,test
3881,leaf_14875,test
3882,leaf_11633,test
3883,leaf_18804,test
3884,leaf_13321,test
3885,leaf_798,test
3886,leaf_12684,test
3887,leaf_9995,test
3888,leaf_9350,test
3889,leaf_19371,test
3890,leaf_8808,test
3891,leaf_13905,test
3892,leaf_11278,test
3893,leaf_7571,test
3894,leaf_9624,test
3895,leaf_6066,test
3896,leaf_22984,test
3897,leaf_2183,test
3898,leaf_16977,test
3899,leaf_2354,test
3900,leaf_13434,test
3901,leaf_14692,test
3902,leaf_7352,test
3903,leaf_5927,test
3904,leaf_22036,test
3905,leaf_11967,test
3906,leaf_12131,test
3907,leaf_11340,test
3908,leaf_14448,test
3909,leaf_20423,test
3910,leaf_17874,test
3911,leaf_157,test
3912,leaf_14783,test
3913,leaf_22327,test
3914,leaf_18664,test
3915,leaf_20482,test
3916,leaf_12226,test
3917,leaf_23061,test
3918,leaf_15327,test
3919,leaf_594,test
3920,leaf_20797,test
3921,leaf_4160,test
3922,leaf_14881,test
3923,leaf_1535,test
3924,leaf_21126,test
3925,leaf_12211,test
3926,leaf_15651,test
3927,leaf_21246,test
3928,leaf_1742,test
3929,leaf_10903,test
3930,leaf_5557,test
3931,leaf_18262,test
3932,leaf_5120,test
3933,leaf_1244,test
3934,leaf_20779,test
3935,leaf_20611,test
3936,leaf_19915,test
3937,leaf_17502,test
3938,leaf_6248,test
3939,leaf_10145,test
3940,leaf_59,test
3941,leaf_22464,test
3942,leaf_18717,test
3943,leaf_22092,test
3944,leaf_13531,test
3945,leaf_17734,test
3946,leaf_6787,test
3947,leaf_21669,test
3948,leaf_19323,test
3949,leaf_15595,test
3950,leaf_9072,test
3951,leaf_1278,test
3952,leaf_8331,test
3953,leaf_21098,test
3954,leaf_5985,test
3955,leaf_19997,test
3956,leaf_8233,test
3957,leaf_8947,test
3958,leaf_3201,test
3959,leaf_6791,test
3960,leaf_19562,test
3961,leaf_6625,test
3962,leaf_722,test
3963,leaf_3923,test
3964,leaf_15735,test
3965,leaf_10260,test
3966,leaf_20509,test
3967,leaf_7527,test
3968,leaf_16003,test
3969,leaf_10735,test
3970,leaf_3266,test
3971,leaf_5810,test
3972,leaf_2613,test
3973,leaf_6679,test
3974,leaf_22543,test
3975,leaf_18500,test
3976,leaf_5343,test
3977,leaf_5590,test
3978,leaf_13679,test
3979,leaf_5334,test
3980,leaf_9022,test
3981,leaf_5669,test
3982,leaf_5735,test
3983,leaf_5404,test
3984,leaf_4281,test
3985,leaf_7140,test
3986,leaf_15276,test
3987,leaf_19528,test
3988,leaf_5714,test
3989,leaf_7704,test
3990,leaf_4692,test
3991,leaf_6051,test
3992,leaf_8238,test
3993,leaf_16741,test
3994,leaf_13396,test
3995,leaf_18647,test
3996,leaf_2735,test
3997,leaf_15552,test
3998,leaf_8961,test
3999,leaf_15336,test
4000,leaf_16077,test
4001,leaf_18708,test
4002,leaf_18406,test
4003,leaf_15277,test
4004,leaf_20395,test
4005,leaf_14639,test
4006,leaf_17184,test
4007,leaf_19484,test
4008,leaf_14819,test
4009,leaf_13504,test
4010,leaf_23054,test
4011,leaf_2565,test
4012,leaf_13542,test
4013,leaf_13742,test
4014,leaf_14882,test
4015,leaf_1658,test
4016,leaf_21318,test
4017,leaf_4270,test
4018,leaf_15743,test
4019,leaf_19517,test
4020,leaf_20685,test
4021,leaf_14437,test
4022,leaf_18951,test
4023,leaf_7218,test
4024,leaf_12979,test
4025,leaf_18408,test
4026,leaf_2482,test
4027,leaf_7232,test
4028,leaf_16535,test
4029,leaf_13813,test
4030,leaf_18933,test
4031,leaf_19632,test
4032,leaf_15376,test
4033,leaf_21494,test
4034,leaf_7819,test
4035,leaf_2477,test
4036,leaf_19836,test
4037,leaf_6267,test
4038,leaf_20834,test
4039,leaf_13461,test
4040,leaf_3385,test
4041,leaf_16347,test
4042,leaf_20360,test
4043,leaf_96,test
4044,leaf_13978,test
4045,leaf_14363,test
4046,leaf_14094,test
4047,leaf_15815,test
4048,leaf_5090,test
4049,leaf_20782,test
4050,leaf_19162,test
4051,leaf_10883,test
4052,leaf_9364,test
4053,leaf_11225,test
4054,leaf_5692,test
4055,leaf_21763,test
4056,leaf_2627,test
4057,leaf_21819,test
4058,leaf_7509,test
4059,leaf_7967,test
4060,leaf_6083,test
4061,leaf_6534,test
4062,leaf_15675,test
4063,leaf_9477,test
4064,leaf_11201,test
4065,leaf_11472,test
4066,leaf_19422,test
4067,leaf_19415,test
4068,leaf_6114,test
4069,leaf_10980,test
4070,leaf_19692,test
4071,leaf_9648,test
4072,leaf_9986,test
4073,leaf_6798,test
4074,leaf_13620,test
4075,leaf_13126,test
4076,leaf_14303,test
4077,leaf_6573,test
4078,leaf_2832,test
4079,leaf_13961,test
4080,leaf_9688,test
4081,leaf_22848,test
4082,leaf_1168,test
4083,leaf_1268,test
4084,leaf_2644,test
4085,leaf_8830,test
4086,leaf_1384,test
4087,leaf_3861,test
4088,leaf_8203,test
4089,leaf_7252,test
4090,leaf_17772,test
4091,leaf_18329,test
4092,leaf_731,test
4093,leaf_5577,test
4094,leaf_10820,test
4095,leaf_4253,test
4096,leaf_17936,test
4097,leaf_16830,test
4098,leaf_20196,test
4099,leaf_18273,test
4100,leaf_21279,test
4101,leaf_3756,test
4102,leaf_10040,test
4103,leaf_4307,test
4104,leaf_18245,test
4105,leaf_8061,test
4106,leaf_6648,test
4107,leaf_8752,test
4108,leaf_10015,test
4109,leaf_666,test
4110,leaf_19600,test
4111,leaf_3878,test
4112,leaf_15108,test
4113,leaf_13661,test
4114,leaf_18272,test
4115,leaf_16948,test
4116,leaf_21149,test
4117,leaf_22910,test
4118,leaf_556,test
4119,leaf_17355,test
4120,leaf_13936,test
4121,leaf_18168,test
4122,leaf_3124,test
4123,leaf_20308,test
4124,leaf_8276,test
4125,leaf_12786,test
4126,leaf_13853,test
4127,leaf_20560,test
4128,leaf_16545,test
4129,leaf_4575,test
4130,leaf_278,test
4131,leaf_11841,test
4132,leaf_10084,test
4133,leaf_19994,test
4134,leaf_7447,test
4135,leaf_6524,test
4136,leaf_3068,test
4137,leaf_16596,test
4138,leaf_13208,test
4139,leaf_15537,test
4140,leaf_8718,test
4141,leaf_8472,test
4142,leaf_3948,test
4143,leaf_18861,test
4144,leaf_16214,test
4145,leaf_12541,test
4146,leaf_8189,test
4147,leaf_21266,test
4148,leaf_22465,test
4149,leaf_15421,test
4150,leaf_4559,test
4151,leaf_6394,test
4152,leaf_14497,test
4153,leaf_10688,test
4154,leaf_15680,test
4155,leaf_11168,test
4156,leaf_2493,test
4157,leaf_1757,test
4158,leaf_2407,test
4159,leaf_12511,test
4160,leaf_13089,test
4161,leaf_17302,test
4162,leaf_10648,test
4163,leaf_19695,test
4164,leaf_12773,test
4165,leaf_1534,test
4166,leaf_5951,test
4167,leaf_13655,test
4168,leaf_1419,test
4169,leaf_2281,test
4170,leaf_7732,test
4171,leaf_1754,test
4172,leaf_526,test
4173,leaf_12338,test
4174,leaf_20591,test
4175,leaf_10143,test
4176,leaf_22144,test
4177,leaf_13553,test
4178,leaf_10008,test
4179,leaf_2944,test
4180,leaf_5532,test
4181,leaf_14224,test
4182,leaf_16238,test
4183,leaf_20736,test
4184,leaf_19202,test
4185,leaf_763,test
4186,leaf_10004,test
4187,leaf_1516,test
4188,leaf_10017,test
4189,leaf_13841,test
4190,leaf_11683,test
4191,leaf_7836,test
4192,leaf_8374,test
4193,leaf_2537,test
4194,leaf_18183,test
4195,leaf_19166,test
4196,leaf_18579,test
4197,leaf_19644,test
4198,leaf_22643,test
4199,leaf_11039,test
4200,leaf_15492,test
4201,leaf_22101,test
4202,leaf_4202,test
4203,leaf_12282,test
4204,leaf_5096,test
4205,leaf_1026,test
4206,leaf_3054,test
4207,leaf_7601,test
4208,leaf_13174,test
4209,leaf_11647,test
4210,leaf_13036,test
4211,leaf_9418,test
4212,leaf_6815,test
4213,leaf_22125,test
4214,leaf_3049,test
4215,leaf_5827,test
4216,leaf_20628,test
4217,leaf_16174,test
4218,leaf_925,test
4219,leaf_524,test
4220,leaf_5126,test
4221,leaf_1924,test
4222,leaf_10930,test
4223,leaf_10996,test
4224,leaf_9812,test
4225,leaf_19950,test
4226,leaf_19792,test
4227,leaf_11591,test
4228,leaf_3783,test
4229,leaf_15292,test
4230,leaf_6816,test
4231,leaf_19036,test
4232,leaf_12722,test
4233,leaf_2310,test
4234,leaf_7868,test
4235,leaf_2455,test
4236,leaf_20267,test
4237,leaf_17055,test
4238,leaf_5499,test
4239,leaf_19631,test
4240,leaf_19988,test
4241,leaf_102,test
4242,leaf_19302,test
4243,leaf_8332,test
4244,leaf_6732,test
4245,leaf_13701,test
4246,leaf_21696,test
4247,leaf_11285,test
4248,leaf_636,test
4249,leaf_588,test
4250,leaf_1984,test
4251,leaf_17425,test
4252,leaf_10474,test
4253,leaf_16095,test
4254,leaf_1687,test
4255,leaf_21383,test
4256,leaf_2292,test
4257,leaf_4252,test
4258,leaf_10844,test
4259,leaf_20550,test
4260,leaf_5210,test
4261,leaf_21645,test
4262,leaf_20894,test
4263,leaf_16433,test
4264,leaf_3322,test
4265,leaf_19016,test
4266,leaf_9931,test
4267,leaf_16708,test
4268,leaf_941,test
4269,leaf_2201,test
4270,leaf_13478,test
4271,leaf_9706,test
4272,leaf_6978,test
4273,leaf_15839,test
4274,leaf_15980,test
4275,leaf_7217,test
4276,leaf_4863,test
4277,leaf_17293,test
4278,leaf_14193,test
4279,leaf_3901,test
4280,leaf_21225,test
4281,leaf_20930,test
4282,leaf_17138,test
4283,leaf_260,test
4284,leaf_21189,test
4285,leaf_21358,test
4286,leaf_2409,test
4287,leaf_3048,test
4288,leaf_1549,test
4289,leaf_12054,test
4290,leaf_15111,test
4291,leaf_9429,test
4292,leaf_835,test
4293,leaf_14721,test
4294,leaf_12488,test
4295,leaf_14038,test
4296,leaf_22821,test
4297,leaf_14685,test
4298,leaf_366,test
4299,leaf_782,test
4300,leaf_13711,test
4301,leaf_15059,test
4302,leaf_13100,test
4303,leaf_6418,test
4304,leaf_12695,test
4305,leaf_20637,test
4306,leaf_7722,test
4307,leaf_6237,test
4308,leaf_15056,test
4309,leaf_15712,test
4310,leaf_10984,test
4311,leaf_13549,test
4312,leaf_15797,test
4313,leaf_7800,test
4314,leaf_10283,test
4315,leaf_22701,test
4316,leaf_17901,test
4317,leaf_5060,test
4318,leaf_14830,test
4319,leaf_7621,test
4320,leaf_10137,test
4321,leaf_6133,test
4322,leaf_11548,test
4323,leaf_14244,test
4324,leaf_6131,test
4325,leaf_6741,test
4326,leaf_11639,test
4327,leaf_4923,test
4328,leaf_22944,test
4329,leaf_11379,test
4330,leaf_14371,test
4331,leaf_16285,test
4332,leaf_4691,test
4333,leaf_10983,test
4334,leaf_9716,test
4335,leaf_13943,test
4336,leaf_8177,test
4337,leaf_20667,test
4338,leaf_14975,test
4339,leaf_19798,test
4340,leaf_1368,test
4341,leaf_20372,test
4342,leaf_16857,test
4343,leaf_19137,test
4344,leaf_21848,test
4345,leaf_9572,test
4346,leaf_16988,test
4347,leaf_1024,test
4348,leaf_15124,test
4349,leaf_174,test
4350,leaf_17500,test
4351,leaf_17584,test
4352,leaf_10574,test
4353,leaf_12322,test
4354,leaf_1167,test
4355,leaf_9528,test
4356,leaf_12208,test
4357,leaf_3379,test
4358,leaf_6898,test
4359,leaf_5016,test
4360,leaf_22712,test
4361,leaf_263,test
4362,leaf_18888,test
4363,leaf_1815,test
4364,leaf_5261,test
4365,leaf_11818,test
4366,leaf_9953,test
4367,leaf_9213,test
4368,leaf_13526,test
4369,leaf_9097,test
4370,leaf_19682,test
4371,leaf_19002,test
4372,leaf_2231,test
4373,leaf_8741,test
4374,leaf_6386,test
4375,leaf_6590,test
4376,leaf_9709,test
4377,leaf_18871,test
4378,leaf_6908,test
4379,leaf_12275,test
4380,leaf_17406,test
4381,leaf_6637,test
4382,leaf_8653,test
4383,leaf_2352,test
4384,leaf_18202,test
4385,leaf_6653,test
4386,leaf_19803,test
4387,leaf_12726,test
4388,leaf_18736,test
4389,leaf_19786,test
4390,leaf_3490,test
4391,leaf_2886,test
4392,leaf_12084,test
4393,leaf_21015,test
4394,leaf_19507,test
4395,leaf_7807,test
4396,leaf_19968,test
4397,leaf_11260,test
4398,leaf_20049,test
4399,leaf_11880,test
4400,leaf_14986,test
4401,leaf_21350,test
4402,leaf_17313,test
4403,leaf_17890,test
4404,leaf_13894,test
4405,leaf_21235,test
4406,leaf_7748,test
4407,leaf_4650,test
4408,leaf_18561,test
4409,leaf_13997,test
4410,leaf_19218,test
4411,leaf_14962,test
4412,leaf_10817,test
4413,leaf_1866,test
4414,leaf_13764,test
4415,leaf_4641,test
4416,leaf_8478,test
4417,leaf_5623,test
4418,leaf_14570,test
4419,leaf_11296,test
4420,leaf_19091,test
4421,leaf_15209,test
4422,leaf_18066,test
4423,leaf_410,test
4424,leaf_22104,test
4425,leaf_378,test
4426,leaf_14152,test
4427,leaf_19135,test
4428,leaf_21337,test
4429,leaf_20818,test
4430,leaf_10561,test
4431,leaf_7612,test
4432,leaf_16005,test
4433,leaf_8675,test
4434,leaf_9020,test
4435,leaf_275,test
4436,leaf_22077,test
4437,leaf_2048,test
4438,leaf_12510,test
4439,leaf_17186,test
4440,leaf_4620,test
4441,leaf_6936,test
4442,leaf_3497,test
4443,leaf_18619,test
4444,leaf_23062,test
4445,leaf_1756,test
4446,leaf_19656,test
4447,leaf_6113,test
4448,leaf_1226,test
4449,leaf_4221,test
4450,leaf_10908,test
4451,leaf_22232,test
4452,leaf_22733,test
4453,leaf_8667,test
4454,leaf_14490,test
4455,leaf_4817,test
4456,leaf_22429,test
4457,leaf_12311,test
4458,leaf_22187,test
4459,leaf_17194,test
4460,leaf_6486,test
4461,leaf_8296,test
4462,leaf_6428,test
4463,leaf_15076,test
4464,leaf_6773,test
4465,leaf_12750,test
4466,leaf_19583,test
4467,leaf_14304,test
4468,leaf_13066,test
4469,leaf_12966,test
4470,leaf_22890,test
4471,leaf_18020,test
4472,leaf_16628,test
4473,leaf_7650,test
4474,leaf_12142,test
4475,leaf_20859,test
4476,leaf_21544,test
4477,leaf_19428,test
4478,leaf_3500,test
4479,leaf_4647,test
4480,leaf_19868,test
4481,leaf_20137,test
4482,leaf_14623,test
4483,leaf_21343,test
4484,leaf_9368,test
